Airport__Name,Aircraft__Make_Model,Effect__Amount_of_damage,Aircraft__Airline_Operator,Origin_State,When__Phase_of_flight,Wildlife__Size,Wildlife__Species,When__Time_of_day,Cost__Other,Cost__Repair,Cost__Total,Speed_IAS_in_knots
NEWARK LIBERTY INTL ARPT,EMB-120,None,AIR CANADA,New Jersey,Take-off run,Small,Unknown bird - small,Day,0,0,0,
LOUISVILLE INTL ARPT,B-727,None,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,125
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150
NASHVILLE INTL,B-727-100,None,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,170
LOGAN INTL,DC-9,None,US AIRWAYS*,Massachusetts,Approach,Small,Unknown bird - small,Night,0,0,0,150
JOHN F KENNEDY INTL,SHORTS 360,None,AMERICAN EAGLE AIRLINES,New York,Climb,Medium,Unknown bird - medium,Night,0,0,0,120
ATLANTA INTL,L-1011,None,DELTA AIR LINES,Georgia,Approach,Large,Unknown bird - large,Night,0,0,0,138
CHICAGO O'HARE INTL ARPT,MD-80,None,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,DC-10-10,None,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100
BALTIMORE WASH INTL,FOKKER F28 MK 1000,None,US AIRWAYS*,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
PHILADELPHIA INTL,FOKKER F100,None,US AIRWAYS*,Pennsylvania,Approach,Large,Canada goose,Day,0,0,0,138
METRO OAKLAND INTL,MD-80,None,AMERICAN AIRLINES,California,Descent,Small,Unknown bird - small,Night,0,0,0,270
DALLAS/FORT WORTH INTL ARPT,B-727,None,AMERICAN AIRLINES,Texas,Approach,Large,Unknown bird - large,Day,0,0,0,140
LOS ANGELES INTL,MD-80,None,AMERICAN AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150
SAN ANTONIO INTL,MD-82,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,180
KANSAS CITY INTL,B-737-200,Substantial,SOUTHWEST AIRLINES,Missouri,Approach,Large,Canada goose,Day,0,0,0,125
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,KC-135,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,180
SAN ANTONIO INTL,B-757-200,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,125
FORT LAUDERDALE/HOLLYWOOD INTL,SA226 TC,None,UNKNOWN,Florida,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
LOUISVILLE INTL ARPT,B-727,None,FEDEX EXPRESS,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,170
LOS ANGELES INTL,DC-10-10,None,AMERICAN AIRLINES,California,Approach,Large,Unknown bird - large,Night,0,0,0,250
JOHN F KENNEDY INTL,ATR-42,None,TRANS STATES AIRLINES,New York,Approach,Medium,Herring gull,Dawn,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,155
CHICAGO O'HARE INTL ARPT,FOKKER F100,None,AMERICAN AIRLINES,Illinois,Landing Roll,Small,Unknown bird - small,Day,0,0,0,135
AUSTIN-BERGSTROM INTL,B-727,None,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
NEW ORLEANS INTL,B-737,None,SOUTHWEST AIRLINES,Louisiana,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
NASHVILLE INTL,MD-82,None,AMERICAN AIRLINES,Tennessee,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,105
AUSTIN-BERGSTROM INTL,B-737,None,SOUTHWEST AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,170
BARKSDALE AIR FORCE BASE ARPT,KC-135,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,180
BARKSDALE AIR FORCE BASE ARPT,KC-135,None,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Night,0,0,0,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727-100,None,AMERICAN AIRLINES,Kentucky,Approach,Medium,American crow,Day,248,0,248,140
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Night,0,0,0,190
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,200
MEMPHIS INTL,B-727,None,NORTHWEST AIRLINES,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,FOKKER F100,None,AMERICAN AIRLINES,Illinois,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140
GREATER PITTSBURGH,DC-9-30,None,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,125
EPPLEY AIRFIELD,MD-82,None,AMERICAN AIRLINES,Nebraska,Approach,Large,Unknown bird - large,Night,0,0,0,170
MINETA SAN JOSE INTL,MERLIN III,None,AMERICAN EAGLE AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,50
BARKSDALE AIR FORCE BASE ARPT,KC-135,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,160
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Night,0,0,0,185
WILL ROGERS WORLD ARPT,B-737-200,None,SOUTHWEST AIRLINES,Oklahoma,Descent,Small,Unknown bird - small,Night,0,0,0,280
DALLAS/FORT WORTH INTL ARPT,MD-82,None,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,120
LAMBERT-ST LOUIS INTL,L-1011,None,TRANS WORLD AIRLINES,Missouri,Climb,Small,Unknown bird - small,Night,0,0,0,
NEW ORLEANS INTL,MD-80,None,AMERICAN AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,120
LOUISVILLE INTL ARPT,B-737,None,UNITED AIRLINES,Kentucky,Climb,Small,European starling,Day,0,0,0,
RONALD REAGAN WASHINGTON NATL,DC-9-30,None,US AIRWAYS*,DC,Landing Roll,Small,European starling,Day,0,0,0,90
RONALD REAGAN WASHINGTON NATL,B-737-400,None,US AIRWAYS*,DC,Approach,Large,Unknown bird - large,Night,0,0,0,140
SAN ANTONIO INTL,B-757-200,None,UPS AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,DC-10-10,None,AMERICAN AIRLINES,Texas,Landing Roll,Small,American robin,Day,0,0,0,140
SALT LAKE CITY INTL,B-727,None,TRANS WORLD AIRLINES,Utah,Take-off run,Small,Unknown bird - small,Day,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,B-767-200,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,
JOHN F KENNEDY INTL,B-747,None,TRANS WORLD AIRLINES,New York,Approach,Medium,Herring gull,Day,0,0,0,
SACRAMENTO INTL,MD-80,None,AMERICAN AIRLINES,California,Climb,Small,Unknown bird - small,Dawn,0,0,0,160
LAGUARDIA NY,B-737-200,None,US AIRWAYS*,New York,Climb,Small,Unknown bird - small,Night,0,0,0,160
GREATER PITTSBURGH,B-727,Minor,UPS AIRLINES,Pennsylvania,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,B-727,None,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,230
ATLANTA INTL,MD-88,None,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,180
PHOENIX SKY HARBOR,DC-8,Minor,UPS AIRLINES,Arizona,Approach,Large,Unknown bird - large,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,180
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,125
DALLAS/FORT WORTH INTL ARPT,B-727,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,142
LOUISVILLE INTL ARPT,B-757-200,None,UPS AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,120
ATLANTA INTL,B-757-200,None,DELTA AIR LINES,Georgia,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,125
JOHN F KENNEDY INTL,DC-8-70,None,UPS AIRLINES,New York,Climb,Small,Unknown bird - small,Night,0,0,0,180
LOUISVILLE INTL ARPT,B-727,None,AMERICAN AIRLINES,Kentucky,Descent,Medium,Unknown bird - medium,Night,0,0,0,210
LAMBERT-ST LOUIS INTL,B-737-300,None,SOUTHWEST AIRLINES,Missouri,Climb,Small,Unknown bird - small,Night,0,0,0,210
PORTLAND INTL (OR),MERLIN III,None,HORIZON AIR,Oregon,Take-off run,Large,Great blue heron,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,B-727-200,None,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,140
RONALD REAGAN WASHINGTON NATL,B-757-200,None,AMERICAN AIRLINES,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
HOUSTON-HOBBY,B-737,None,SOUTHWEST AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,210
WILL ROGERS WORLD ARPT,B-737-200,None,SOUTHWEST AIRLINES,Oklahoma,Climb,Small,Unknown bird - small,Night,0,0,0,160
MEMPHIS INTL,B-727,None,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,140
LAGUARDIA NY,B-727-200,None,AMERICAN AIRLINES,New York,Approach,Small,Unknown bird - small,Night,0,0,0,145
SALT LAKE CITY INTL,B-727-200,None,AMERICAN AIRLINES,Utah,Climb,Small,Unknown bird - small,Day,0,0,0,160
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,120
BARKSDALE AIR FORCE BASE ARPT,KC-135,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150
PHILADELPHIA INTL,B-727,None,UPS AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,140
LOUISVILLE INTL ARPT,B-757-200,None,UPS AIRLINES,Kentucky,Landing Roll,Medium,Unknown bird - medium,Dawn,0,0,0,120
DALLAS/FORT WORTH INTL ARPT,MD-88,None,DELTA AIR LINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
LOUISVILLE INTL ARPT,DC-8-70,Minor,UPS AIRLINES,Kentucky,Descent,Medium,Unknown bird - medium,Night,0,0,0,210
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,250
ATLANTIC CITY INTL,SHORTS 360,None,PIEDMONT AIRLINES,New Jersey,Climb,Large,Canada goose,Day,0,0,0,120
CHICAGO O'HARE INTL ARPT,MD-80,None,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,140
ORLANDO INTL,B-727-200,None,AMERICAN AIRLINES,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,140
NASHVILLE INTL,MD-80,None,AMERICAN AIRLINES,Tennessee,Approach,Small,European starling,Day,0,0,0,150
NASHVILLE INTL,B-727,None,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,120
ATLANTIC CITY INTL,B-727,None,US AIRWAYS*,New Jersey,Climb,Small,Laughing gull,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,AMERICAN AIRLINES,Texas,Take-off run,Small,European starling,Day,0,0,0,140
MINETA SAN JOSE INTL,B-757-200,None,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Dusk,0,0,0,125
DALLAS/FORT WORTH INTL ARPT,MD-82,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,135
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,AMERICAN AIRLINES,Texas,Take-off run,Small,Rock pigeon,Day,0,0,0,130
EPPLEY AIRFIELD,MD-80,Minor,AMERICAN AIRLINES,Nebraska,Approach,Medium,Unknown bird - medium,Day,0,0,0,135
DALLAS/FORT WORTH INTL ARPT,MD-88,None,DELTA AIR LINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Night,0,0,0,210
RONALD REAGAN WASHINGTON NATL,B-737,None,CONTINENTAL AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,SAAB-340,None,COMAIR AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,100
LOUISVILLE INTL ARPT,DC-9,None,NORTHWEST AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,145
NASHVILLE INTL,MD-82,None,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,130
PORTLAND INTL (OR),MD-80,None,NORTHWEST AIRLINES,Oregon,Approach,Medium,Unknown bird - medium,Day,0,0,0,145
SALT LAKE CITY INTL,B-727-200,None,AMERICAN AIRLINES,Utah,Approach,Medium,Unknown bird - medium,Day,0,0,0,130
NASHVILLE INTL,B-737,None,SOUTHWEST AIRLINES,Tennessee,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,150
MINETA SAN JOSE INTL,MD-80,None,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,125
GREATER PITTSBURGH,DC-9,None,US AIRWAYS*,Pennsylvania,Landing Roll,Small,American robin,Day,0,0,0,120
DALLAS/FORT WORTH INTL ARPT,B-737-300,None,SOUTHWEST AIRLINES,Texas,Take-off run,Small,Mourning dove,Day,0,0,0,120
LOUISVILLE INTL ARPT,MD-88,None,DELTA AIR LINES,Kentucky,Landing Roll,Small,Common nighthawk,Night,0,0,0,120
LAGUARDIA NY,B-727,None,DELTA AIR LINES,New York,Approach,Large,Unknown bird - large,Day,0,0,0,132
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,280
SAN FRANCISCO INTL ARPT,B-737-300,None,US AIRWAYS*,California,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,120
KANSAS CITY INTL,MD-80,None,AMERICAN AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,150
EPPLEY AIRFIELD,BE-1900,None,BUSINESS,Nebraska,Approach,Small,Barn swallow,Day,0,0,0,160
CHARLOTTE/DOUGLAS INTL ARPT,EMB-120,None,ATLANTIC SOUTHEAST,North Carolina,Climb,Small,Unknown bird - small,Day,0,0,0,165
LIHUE ARPT,DC-9-50,None,HAWAIIAN AIR,Hawaii,Landing Roll,Small,Zebra dove,Day,0,0,0,95
DETROIT METRO WAYNE COUNTY ARPT,MD-80,None,AMERICAN AIRLINES,Michigan,Approach,Medium,Unknown bird - medium,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,None,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,125
NASHVILLE INTL,MD-80,None,AMERICAN AIRLINES,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,120
CHARLESTON AFB/INTL ARPT,OA-10A,None,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,150
NASHVILLE INTL,PA-46 MALIBU,None,PRIVATELY OWNED,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,
BALTIMORE WASH INTL,B-727-100,None,DELTA AIR LINES,Maryland,Climb,Medium,Unknown bird - medium,Night,0,0,0,160
PORT COLUMBUS INTL,MD-80,None,AMERICAN AIRLINES,Ohio,Approach,Medium,Unknown bird - medium,Day,0,0,0,130
SEATTLE-TACOMA INTL,A-320,None,NORTHWEST AIRLINES,Washington,Climb,Medium,Unknown bird - medium,Day,0,0,0,
DETROIT METRO WAYNE COUNTY ARPT,B-767,None,AMERICAN AIRLINES,Michigan,Landing Roll,Small,European starling,Day,0,0,0,120
CHICAGO O'HARE INTL ARPT,B-727,None,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,130
NASHVILLE INTL,B-757-200,None,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,130
RONALD REAGAN WASHINGTON NATL,B-757-200,None,AMERICAN AIRLINES,DC,Climb,Small,Unknown bird - small,Day,0,0,0,140
GREATER PITTSBURGH,FOKKER F100,None,US AIRWAYS*,Pennsylvania,Landing Roll,Large,White-tailed deer,Dusk,0,0,0,
NASHVILLE INTL,MD-80,None,AMERICAN AIRLINES,Tennessee,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,140
MINETA SAN JOSE INTL,MD-80,None,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,160
PORT COLUMBUS INTL,MD-82,None,AMERICAN AIRLINES,Ohio,Approach,Small,Unknown bird - small,Dawn,0,0,0,150
SALT LAKE CITY INTL,B-737-300,Minor,DELTA AIR LINES,Utah,Approach,Large,Canada goose,Day,0,0,0,190
SAN ANTONIO INTL,MD-80,None,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,
SAN ANTONIO INTL,MD-80,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,160
NASHVILLE INTL,B-737-200,None,SOUTHWEST AIRLINES,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,160
DALLAS/FORT WORTH INTL ARPT,MD-82,None,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,110
DALLAS/FORT WORTH INTL ARPT,MD-83,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,135
MINETA SAN JOSE INTL,MD-80,None,AMERICAN AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,CITATION II,None,BUSINESS,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,
BALTIMORE WASH INTL,FOKKER F28 MK 1000,Minor,US AIRWAYS*,Maryland,Approach,Medium,Mallard,Day,0,0,0,135
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,SAAB-340,None,COMAIR AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Day,0,0,0,110
HOUSTON-HOBBY,B-737,None,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
SALT LAKE CITY INTL,B-737,None,DELTA AIR LINES,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
PHILADELPHIA INTL,MD-80,None,US AIRWAYS*,Pennsylvania,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-82,None,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,127
GREATER PITTSBURGH,DC-9-30,None,US AIRWAYS*,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,150
GREATER PITTSBURGH,DC-9-30,None,US AIRWAYS*,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,MD-82,None,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,110
PORTLAND INTL (OR),FOKKER F28 MK 1000,None,HORIZON AIR,Oregon,Take-off run,Small,Unknown bird - small,Day,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,MD-82,None,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,120
MINETA SAN JOSE INTL,MD-82,Medium,AMERICAN AIRLINES,California,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,135
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,136
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,SAAB-340,None,COMAIR AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,150
MINETA SAN JOSE INTL,MD-80,None,AMERICAN AIRLINES,California,Climb,Small,Unknown bird - small,Day,0,0,0,175
PORT COLUMBUS INTL,MD-82,None,AMERICAN AIRLINES,Ohio,Climb,Small,Unknown bird - small,Day,0,0,0,150
MINNEAPOLIS-ST PAUL INTL,B-727,None,NORTHWEST AIRLINES,Minnesota,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
LAGUARDIA NY,B-737-400,None,US AIRWAYS*,New York,Parked,Small,Rock pigeon,Day,0,0,0,
NASHVILLE INTL,B-727,None,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
AUSTIN-BERGSTROM INTL,B-737-200,None,SOUTHWEST AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,160
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,120
LOGAN INTL,DC-10-10,None,AMERICAN AIRLINES,Massachusetts,Approach,Small,Rock pigeon,Dusk,0,0,0,
ORLANDO INTL,MD-80,None,AMERICAN AIRLINES,Florida,Climb,Small,Unknown bird - small,Dawn,0,0,0,250
NEW ORLEANS INTL,B-727-200,None,AMERICAN AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Dusk,0,0,0,130
LOUISVILLE INTL ARPT,DC-9,None,NORTHWEST AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,130
ATLANTA INTL,EMB-120,None,ATLANTIC SOUTHEAST,Georgia,Approach,Small,Rock pigeon,Day,0,0,0,115
BALTIMORE WASH INTL,FOKKER F28 MK 4000,None,US AIRWAYS*,Maryland,Approach,Small,Blackbirds,Day,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,100
GREATER PITTSBURGH,MD-82,None,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Day,0,0,0,160
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
LAMBERT-ST LOUIS INTL,B-737-300,None,SOUTHWEST AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Day,0,0,0,125
LOS ANGELES INTL,DC-10,None,AMERICAN AIRLINES,California,Approach,Small,Rock pigeon,Day,0,0,0,133
PORT COLUMBUS INTL,MD-80,None,AMERICAN AIRLINES,Ohio,Climb,Small,Unknown bird - small,Day,0,0,0,250
SAN ANTONIO INTL,MD-80,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,180
MINETA SAN JOSE INTL,MD-82,None,AMERICAN AIRLINES,California,Climb,Small,Unknown bird - small,Day,0,0,0,160
NEW ORLEANS INTL,B-727-200,None,AMERICAN AIRLINES,Louisiana,Climb,Small,Unknown bird - small,Dawn,0,0,0,135
JOHN F KENNEDY INTL,B-747,None,FEDEX EXPRESS,New York,Take-off run,Small,Mourning dove,Day,0,0,0,
GEORGE BUSH INTERCONTINENTAL,B-727-100,None,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Dusk,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120
EPPLEY AIRFIELD,B-737-500,None,UNITED AIRLINES,Nebraska,Approach,Medium,Unknown bird - medium,Day,0,0,0,135
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,137
LOGAN INTL,DC-10-10,None,AMERICAN AIRLINES,Massachusetts,Approach,Small,Unknown bird - small,Night,0,0,0,137
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727,None,DELTA AIR LINES,Kentucky,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,150
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727-200,None,AMERICAN AIRLINES,Kentucky,Landing Roll,Small,Mourning dove,Day,0,0,0,120
GEORGE BUSH INTERCONTINENTAL,MD-82,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,120
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Dusk,0,0,0,220
NEW ORLEANS INTL,B-727,None,CONTINENTAL AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Day,0,0,0,
NEW ORLEANS INTL,B-727-200,None,AMERICAN AIRLINES,Louisiana,Descent,Small,Unknown bird - small,Day,0,0,0,210
